ORG_UNIT_NO,FULL_NAME,Postal Address,Physical Address,Email,Phone,Fax,Contact,Portfolio,Enrolment,Description
383,Riverton Primary School,,"21 Swinden Street, Riverton SA 5412",dl.0383.Admin@schools.sa.edu.au,(08) 8847 2206,(08) 8847 2450,Ms Cheryl Glenie,11,110,Primary Schools
384,Robe Primary School,"PO Box 146, Robe SA 5276","Union Street, Robe SA 5276",dl.0384.Admin@schools.sa.edu.au,(08) 8768 2168,(08) 8768 2474,Mr Chris McLay,14,89,Primary Schools
385,Robertstown Primary School,"PO Box 19, Robertstown SA 5381","Corey Street, Robertstown SA 5381",dl.0385.Admin@schools.sa.edu.au,(08) 8581 7127,(08) 8581 7003,Ms Suzanne Stacey,11,14,Primary Schools
169,Rose Park Primary School,,"54 Alexandra Avenue, Rose Park SA 5067",dl.0169.Admin@schools.sa.edu.au,(08) 8331 7521,(08) 8332 0052,Ms Diane Burrell,8,581,Primary Schools
387,Roseworthy Primary School,,"Gartrell Street, Roseworthy SA 5371",dl.0387.Admin@schools.sa.edu.au,(08) 8524 8032,(08) 8524 8254,Mr Matthew Saunders,11,220,Primary Schools
389,Saddleworth Primary School,,"7 Saddle Road, Saddleworth SA 5413",dl.0389.Admin@schools.sa.edu.au,(08) 8847 4227,(08) 8847 4003,Mrs Sheree Mader,11,63,Primary Schools
1194,Salisbury Downs Primary School,"PO Box 224, Salisbury SA 5108","39 Paramount Road, Salisbury Downs SA 5108",dl.1194.Admin@schools.sa.edu.au,(08) 8258 7560,(08) 8281 5860,Mr Ian Marlow,5,348,Primary Schools
1177,Salisbury Heights Primary School,,"9 Ward Street, Salisbury Heights SA 5109",dl.1177.Admin@schools.sa.edu.au,(08) 8258 7299,(08) 8281 5861,Ms Katherine Holman,4,368,Primary Schools
664,Salisbury North R-7 School,,"38 Bagster Road, Salisbury North SA 5108",dl.0664.Admin@schools.sa.edu.au,(08) 8258 1519,(08) 8281 5862,Ms Collette Bos,5,434,Primary Schools
1140,Salisbury Park Primary School,"PO Box 910, Salisbury SA 5108","66 Goddard Drive, Salisbury Park SA 5109",dl.1140.Admin@schools.sa.edu.au,(08) 8281 6422,(08) 8281 5864,Mr Graham Elliott,4,227,Primary Schools
1041,Salisbury Primary School,"PO Box 361, Salisbury SA 5108","10 Compuda Street, Salisbury SA 5108",dl.1041.Admin@schools.sa.edu.au,(08) 8258 1335,(08) 8281 5868,Ms Carol Scerri,5,371,Primary Schools
395,Sandy Creek Primary School,"c/- Post Office, Cockatoo Valley SA 5351","Davies Road, Cockatoo Valley SA 5351",dl.0395.Admin@schools.sa.edu.au,(08) 8524 4164,(08) 8524 4764,Ms Robyn Gibbes,11,63,Primary Schools
396,Scott Creek Primary School,,"519 Scott Creek Road, Scott Creek SA 5153",dl.0396.Admin@schools.sa.edu.au,(08) 8388 2251,(08) 8388 2447,Ms Irene Scriven,12,54,Primary Schools
913,Seacliff Primary School,,"Barwell Avenue, Seacliff SA 5049",dl.0913.Admin@schools.sa.edu.au,(08) 8296 1950,(08) 8296 5729,Mr Greg Miller,17,419,Primary Schools
1207,Seaford K-7 A Birth to Year 7 Campus,,"39 Jane Street, Port Noarlunga South SA 5167",dl.1207.Admin@schools.sa.edu.au,(08) 8386 1197,(08) 8386 3745,Ms Belinda Adams,17,229,Primary Schools
1855,Seaford Rise Primary School,,"Grand Boulevard, Seaford Rise SA 5169",dl.1855.Admin@schools.sa.edu.au,(08) 8327 0232,(08) 8327 0004,Mr Andrew Messenger,17,498,Primary Schools
397,Seaton Park Primary School,,"80 Balcombe Avenue, Seaton SA 5023",dl.0397.Admin@schools.sa.edu.au,(08) 8356 2422,(08) 8235 1379,Ms Pina Fitzharris,9,110,Primary Schools
984,Seaview Downs Primary School,,"26-44 Ross Street, Seaview Downs SA 5049",dl.0984.Admin@schools.sa.edu.au,(08) 8298 1327,(08) 8298 3155,Mr Des Hurst,17,231,Primary Schools
1851,Settlers Farm Campus R-7,"PO Box 605, Salisbury South SA 5106","23 Barassi Street, Paralowie SA 5108",dl.1851.Admin@schools.sa.edu.au,(08) 8280 6866,(08) 8280 6403,Ms Tanya Oshinsky,3,759,Primary Schools
1537,Sheidow Park Primary School,,"21-43 Adams Road, Sheidow Park SA 5158",dl.1537.Admin@schools.sa.edu.au,(08) 8381 8911,(08) 8381 8509,Ms Jenny Engelhardt,17,293,Primary Schools
742,Snowtown Primary School,,"31 Glen Davidson Drive, Snowtown SA 5520",dl.0742.Admin@schools.sa.edu.au,(08) 8865 2006,(08) 8865 2082,Ms Patricia Boschetti,2,53,Primary Schools
406,Solomontown Primary School,,"79 Three Chain Road, Port Pirie SA 5540",dl.0406.Admin@schools.sa.edu.au,(08) 8632 2191,(08) 8632 5090,Ms Sandra Mauger,19,180,Primary Schools
1038,South Downs Primary School,,"Mavros Road, Elizabeth Downs SA 5113",dl.1038.Admin@schools.sa.edu.au,(08) 8255 6380,(08) 8287 1564,Ms Renee Miller,6,131,Primary Schools
407,Spalding Primary School,,"Edgeware Avenue, Spalding SA 5454",dl.0407.Admin@schools.sa.edu.au,(08) 8845 2139,(08) 8845 2039,Ms Alicia Hoddle,2,25,Primary Schools
408,Springton Primary School,"CMB Miller Street, Springton SA 5235",Springton SA 5235,dl.0408.Admin@schools.sa.edu.au,(08) 8568 2254,(08) 8568 2162,Mr Michael Kerrisk,6,29,Primary Schools
1091,St Agnes Primary School,,"250 Smart Road, St Agnes SA 5097",dl.1091.Admin@schools.sa.edu.au,(08) 8263 3541,(08) 8396 1716,Ms Leanne Trewartha,3,211,Primary Schools
391,St Leonards Primary School,,"Jervois Street, Glenelg North SA 5045",dl.0391.Admin@schools.sa.edu.au,(08) 8294 9811,(08) 8295 2568,Mr David Henty-Smith,10,357,Primary Schools
411,Stansbury Primary School,"PO Box 11, Stansbury SA 5582","North Terrace, Stansbury SA 5582",dl.0411.Admin@schools.sa.edu.au,(08) 8852 4286,(08) 8852 4173,Kim Hoskins,2,27,Primary Schools
413,Stirling East Primary School,,"51 Braeside Road, Stirling SA 5152",dl.0413.Admin@schools.sa.edu.au,(08) 8339 1420,(08) 8370 9673,Mr Stephen Measday,12,531,Primary Schools
1481,Stirling North Primary School,"PO Box 1711, Port Augusta SA 5700","Beckman Street, Stirling North SA 5710",dl.1481.Admin@schools.sa.edu.au,(08) 8643 6020,(08) 8643 6277,Mr Adam Wilson,20,306,Primary Schools
923,Stradbroke School,,"73 Koonga Avenue, Rostrevor SA 5073",dl.0923.Admin@schools.sa.edu.au,(08) 8337 2861,(08) 8337 0041,Ms Elizabeth Lamont,7,777,Primary Schools
1881,Sturt Street Community School,,"221-239 Sturt Street, Adelaide SA 5000",dl.1881.Admin@schools.sa.edu.au,(08) 8231 3100,(08) 8231 3188,Mr Darrin Briggs,7,176,Primary Schools
1100,Surrey Downs R-7 School,,"16-24 Vine Street, Surrey Downs SA 5126",dl.1100.Admin@schools.sa.edu.au,(08) 8251 1393,(08) 8289 1691,Mr Russell Barwell,3,216,Primary Schools
422,Suttontown Primary School,"PO Box 9110, Mount Gambier SA 5291","Pine Hall Avenue, Suttontown SA 5291",dl.0422.Admin@schools.sa.edu.au,(08) 8725 4047,(08) 8725 0081,Ms Josie McBain,14,92,Primary Schools
1062,Swallowcliffe School P-7,,"cnr Oldford St & Swallowcliffe Rd, Davoren Park SA 5113",dl.1062.Admin@schools.sa.edu.au,(08) 8255 2908,(08) 8287 0559,Ms Tonia Noble,4,450,Primary Schools
424,Tailem Bend Primary School,,"1 Murray Street, Tailem Bend SA 5260",dl.0424.Admin@schools.sa.edu.au,(08) 8572 3266,(08) 8572 3026,Mr Travis Schenke,15,132,Primary Schools
426,Tantanoola Primary School,,"Randall Street, Tantanoola SA 5280",dl.0426.Admin@schools.sa.edu.au,(08) 8734 4180,(08) 8734 4001,Ms Moira Neagle,14,13,Primary Schools
427,Tanunda Primary School,,"Research Road, Tanunda SA 5352",dl.0427.Admin@schools.sa.edu.au,(08) 8563 2318,(08) 8563 2187,Ms Lisa Barnes,11,435,Primary Schools
430,Tarlee Primary School,,"38-42 Craig Street, Tarlee SA 5411",dl.0430.Admin@schools.sa.edu.au,(08) 8528 5301,(08) 8528 5218,Mr Chris Turrell,11,17,Primary Schools
432,Tea Tree Gully Primary School,,"11/13 Neale Street, Tea Tree Gully SA 5091",dl.0432.Admin@schools.sa.edu.au,(08) 8264 2677,(08) 8396 1718,Mr Grant Dolejs,3,136,Primary Schools
1777,The Pines School,"PO Box 576, Salisbury South SA 5106","42 Andrew Smith Drive, Parafield Gardens SA 5107",dl.1777.Admin@schools.sa.edu.au,(08) 8281 2199,(08) 8281 5858,Mrs Cherie Collings,3,539,Primary Schools
1664,Thiele Primary School,,"2 Campus Drive, Aberfoyle Park SA 5159",dl.1664.Admin@schools.sa.edu.au,(08) 8270 4222,(08) 8270 4773,Mr Shaun Coghlan,16,326,Primary Schools
1154,Thorndon Park Primary School,,"71 Stradbroke Road, Athelstone SA 5076",dl.1154.Admin@schools.sa.edu.au,(08) 8337 2050,(08) 8337 5890,Ms Dora Iuliano,8,281,Primary Schools
1285,Torrensville Primary School,,"Hayward Avenue, Torrensville SA 5031",dl.1285.Admin@schools.sa.edu.au,(08) 8443 7355,(08) 8234 2491,Mr John McCade,10,267,Primary Schools
474,Trinity Gardens Primary School,,"160 Portrush Road, Trinity Gardens SA 5068",dl.0474.Admin@schools.sa.edu.au,(08) 8431 4170,(08) 8332 3041,Ms Marg Erwin,7,735,Primary Schools
442,Truro Primary School,,"1 Burr Street, Truro SA 5356",dl.0442.Admin@schools.sa.edu.au,(08) 8564 0212,(08) 8564 0306,Ms Di Robertson,11,44,Primary Schools
444,Two Wells Primary School,,"Gawler Road, Two Wells SA 5501",dl.0444.Admin@schools.sa.edu.au,(08) 8520 2277,(08) 8520 2583,Ms Lynda Fitzpatrick-Brown,11,327,Primary Schools
446,Ungarra Primary School,,"Ashman Terrace, Ungarra SA 5607",dl.0446.Admin@schools.sa.edu.au,(08) 8688 8029,(08) 8688 8058,Ms Ashleigh Ferguson,18,31,Primary Schools
447,Unley Primary School,,"222 Wattle Street, Unley SA 5061",dl.0447.Admin@schools.sa.edu.au,(08) 8272 9323,(08) 8373 3085,Mr Peter O'Sullivan,7,501,Primary Schools
448,Upper Sturt Primary School,"PO Box 486, Stirling SA 5152","118 Upper Sturt Road, Upper Sturt SA 5156",dl.0448.Admin@schools.sa.edu.au,(08) 8339 2640,(08) 8370 9685,Ms Barb Jones,12,67,Primary Schools
449,Uraidla Primary School,,"17 Kidney Street, Uraidla SA 5142",dl.0449.Admin@schools.sa.edu.au,(08) 8390 3209,(08) 8390 1048,Mr James Parkin,12,99,Primary Schools
967,Vale Park Primary School,,"40-56 Ascot Avenue, Vale Park SA 5081",dl.0967.Admin@schools.sa.edu.au,(08) 8261 3733,(08) 8261 6221,Ms Anne Cannizzaro,7,444,Primary Schools
453,Victor Harbor R-7 School,,"The Parkway, Victor Harbor SA 5211",dl.0453.Admin@schools.sa.edu.au,(08) 8552 1166,(08) 8552 5068,Mr Brenton Robins,13,594,Primary Schools
455,Virginia Primary School,,"Park Road, Virginia SA 5120",dl.0455.Admin@schools.sa.edu.au,(08) 8380 9292,(08) 8380 9576,Mr Ilia Tsoutouras,5,297,Primary Schools
456,Waikerie Primary School,,"23 Coombe Terrace, Waikerie SA 5330",dl.0456.Admin@schools.sa.edu.au,(08) 8541 2733,(08) 8541 3410,Ms Megan Higgins,1,243,Primary Schools
457,Walkerville Primary School,"PO Box 20, Walkerville SA 5081","159 Stephen Terrace, Walkerville SA 5081",dl.0457.Admin@schools.sa.edu.au,(08) 8344 3649,(08) 8344 3118,Mr David Chadwick,7,649,Primary Schools
460,Wallaroo Mines Primary School,,"Lipson Avenue, Kadina SA 5554",dl.0460.Admin@schools.sa.edu.au,(08) 8821 1988,(08) 8821 2979,Ms Adele Keleher,2,109,Primary Schools
459,Wallaroo Primary School,,"Hughes Street, Wallaroo SA 5556",dl.0459.Admin@schools.sa.edu.au,(08) 8823 2190,(08) 8823 3244,Ms Julie Petersen,2,131,Primary Schools
994,Wandana Primary School,,"2-12 Cowra Avenue, Gilles Plains SA 5086",dl.0994.Admin@schools.sa.edu.au,(08) 8261 1699,(08) 8266 2919,Ms Belinda Smith,5,164,Primary Schools
467,Warooka Primary School,"PO Box 186, Warooka SA 5577","47 Main Street, Warooka SA 5577",dl.0467.Admin@schools.sa.edu.au,(08) 8854 5034,(08) 8854 5018,Ms Kerry-Ann Pointon,2,83,Primary Schools
933,Warradale Primary School,,"Keynes Avenue, Warradale SA 5046",dl.0933.Admin@schools.sa.edu.au,(08) 8296 2678,(08) 8296 7418,Mr Greg Graham,10,374,Primary Schools
469,Wasleys Primary School,,"Annie Terrace, Wasleys SA 5400",dl.0469.Admin@schools.sa.edu.au,(08) 8525 4073,(08) 8525 4036,Ms Tricia Joseph,11,19,Primary Schools
470,Watervale Primary School,,"27 Main North Road, Watervale SA 5452",dl.0470.Admin@schools.sa.edu.au,(08) 8843 0186,(08) 8843 0014,Ms Wendy Burge,2,65,Primary Schools
1004,West Beach Primary School,,"3 Woodhead Street, West Beach SA 5024",dl.1004.Admin@schools.sa.edu.au,(08) 8356 7930,(08) 8235 1291,Ms Katrina Sexton,8,240,Primary Schools
1246,West Lakes Shore School R-7,,"Edwin Street, West Lakes Shore SA 5020",dl.1246.Admin@schools.sa.edu.au,(08) 8449 7255,(08) 8449 1559,Ms Sue Toone,8,673,Primary Schools
475,Westbourne Park Primary School,,"2 Marlborough Road, Westbourne Park SA 5041",dl.0475.Admin@schools.sa.edu.au,(08) 8271 7430,(08) 8373 3057,Ms Julie Gallaher,13,577,Primary Schools
1203,Westport Primary School,,"53 West Street, Semaphore Park SA 5019",dl.1203.Admin@schools.sa.edu.au,(08) 8341 7090,(08) 8449 1662,Ms Rebecca Huddy,10,249,Primary Schools
625,Whyalla Stuart Campus R-7,"PO Box 2221, Whyalla Norrie SA 5608","Bastyan Crescent, Whyalla Stuart SA 5608",dl.0625.Admin@schools.sa.edu.au,(08) 8649 0450,(08) 8649 3051,Ms Nadia Cusselli,20,72,Primary Schools
478,Whyalla Town Primary School,"PO Box 185, Whyalla SA 5600","3-9 Walls Street, Whyalla SA 5600",dl.0478.Admin@schools.sa.edu.au,(08) 8645 8755,(08) 8645 1877,Ms Dianne Dinedios,20,335,Primary Schools
482,Williamstown Primary School,,"15 Margaret Street, Williamstown SA 5351",dl.0482.Admin@schools.sa.edu.au,(08) 8524 6289,(08) 8524 6682,Ms Julee Veljanovski,11,206,Primary Schools
679,Willsden Primary School,,"Elizabeth Terrace, Port Augusta SA 5700",dl.0679.Admin@schools.sa.edu.au,(08) 8642 2722,(08) 8642 3524,Ms Linda Ritchie,20,180,Primary Schools
744,Willunga Primary School,,"247 Main Road, Willunga SA 5172",dl.0744.Admin@schools.sa.edu.au,(08) 8556 2234,(08) 8556 2398,Mr Mick Underwood,12,443,Primary Schools
483,Wilmington Primary School,"PO Box 11, Wilmington SA 5485","12 Beauval Street, Wilmington SA 5485",dl.0483.Admin@schools.sa.edu.au,(08) 8667 5112,(08) 8667 5025,Mrs Cathy Bornholm,19,54,Primary Schools
487,Wirrabara Primary School,,"East Terrace, Wirrabara SA 5481",dl.0487.Admin@schools.sa.edu.au,(08) 8668 4087,(08) 8668 4008,Ms Jayne Mainprize-Potter,19,15,Primary Schools
1776,Woodcroft Primary School,,"1-23 Investigator Drive, Woodcroft SA 5162",dl.1776.Admin@schools.sa.edu.au,(08) 8322 2784,(08) 8322 2851,Mr Kristian Mundy,17,811,Primary Schools
1056,Woodend Primary School,,"Edward Beck Drive, Sheidow Park SA 5158",dl.1056.Admin@schools.sa.edu.au,(08) 8322 6422,(08) 8322 7100,Mr Steve Freeman,17,631,Primary Schools
495,Woodside Primary School,"PO Box 114, Woodside SA 5244","23 Moffett Street, Woodside SA 5244",dl.0495.Admin@schools.sa.edu.au,(08) 8389 7083,(08) 8389 7601,Mr John Balnaves,6,248,Primary Schools
1904,Woodville Gardens School B-7,,"Ridley Grove, Woodville Gardens SA 5012",dl.1904.Admin@schools.sa.edu.au,(08) 8414 8600,(08) 8414 8650,Ms Fiona Voigt,9,577,Primary Schools
497,Woodville Primary School,,"Evans Street, Woodville South SA 5011",dl.0497.Admin@schools.sa.edu.au,(08) 8445 2744,(08) 8445 7454,Ms Maria Maffei,9,315,Primary Schools
533,Wynn Vale R-7 School,,"17-19 Sunnybrook Drive, Wynn Vale SA 5127",dl.0533.Admin@schools.sa.edu.au,(08) 8289 0270,(08) 8289 1696,Mr Graeme Fenton,5,254,Primary Schools
501,Yahl Primary School,"PO Box 3354, Mount Gambier SA 5291","10 Lange Road, Yahl SA 5291",dl.0501.Admin@schools.sa.edu.au,(08) 8725 3658,(08) 8725 0717,Ms Christine Morrison,14,110,Primary Schools
,,,,,,,,,,
1673,Aberfoyle Park High School,,"Taylors Road East, Aberfoyle Park SA 5159",dl.1673.Admin@schools.sa.edu.au,(08) 8270 4455,(08) 8370 5819,Ms Marion Coady,16,998,High Schools
768,Adelaide High School,,"West Terrace, Adelaide SA 5000",dl.0768.Admin@schools.sa.edu.au,(08) 8231 9373,(08) 8212 7827,Ms Anita Zocchi,7,1403,High Schools
1800,Australian Science & Mathematics School,,"Flinders University, Sturt Road, Bedford Park SA 5042",info@asms.sa.edu.au,(08) 8201 5686,(08) 8201 5685,Ms Susan Hyde,16,365,High Schools
769,Balaklava High School,"PO Box 41, Balaklava SA 5461","14 Gwy Terrace, Balaklava SA 5461",dl.0769.Admin@schools.sa.edu.au,(08) 8862 0600,(08) 8862 0650,Mr Mark Healy,11,293,High Schools
1117,Banksia Park International High School,"PO Box 699, St Agnes SA 5097","610 Milne Road, Banksia Park SA 5091",dl.1117.Admin@schools.sa.edu.au,(08) 8264 8122,(08) 8396 1289,Ms Lyndall Bain,3,807,High Schools
770,Birdwood High School,,"Shannon Street, Birdwood SA 5234",dl.0770.Admin@schools.sa.edu.au,(08) 8568 5100,(08) 8568 5222,Ms Heather Makris,6,448,High Schools
905,Blackwood High School,"PO Box 1075, Blackwood SA 5051","4 Seymour Street, Eden Hills SA 5050",dl.0905.Admin@schools.sa.edu.au,(08) 8278 0900,(08) 8278 0999,Mr David Garrett,13,906,High Schools
894,Bordertown High School,,"South Terrace, Bordertown SA 5268",dl.0894.Admin@schools.sa.edu.au,(08) 8752 1455,(08) 8752 1091,Mr Mick O'Connell,15,275,High Schools
803,Brighton Secondary School,,"305 Brighton Road, North Brighton SA 5048",dl.0803.Admin@schools.sa.edu.au,(08) 8375 8200,(08) 8296 0949,Ms Olivia O'Neill,10,1539,High Schools
1013,Christies Beach HS & Southern Vocational College,,"Morton Road, Christie Downs SA 5164",dl.1013.Admin@schools.sa.edu.au,(08) 8329 9777,(08) 8329 9778,Sharon Goldman,16,865,High Schools
976,Craigmore High School,,"2 Jamieson Road, Blakeview SA 5114",dl.0976.Admin@schools.sa.edu.au,(08) 8254 6522,(08) 8254 2707,Ms Graham Jennings,6,967,High Schools
1030,Edward John Eyre High School,"PO Box 2245, Whyalla Norrie SA 5608","Grundel Street, Whyalla Norrie SA 5608",dl.1030.Admin@schools.sa.edu.au,(08) 8645 7677,(08) 8645 0677,Mr Tim Kloeden,20,427,High Schools
805,Findon High School,,"Drummond Avenue, Findon SA 5023",dl.0805.Admin@schools.sa.edu.au,(08) 8445 7944,(08) 8345 5401,Ms Sue Burtenshaw,9,299,High Schools
775,Gladstone High School,"PO Box 70, Gladstone SA 5473","Main North Road, Gladstone SA 5473",dl.0775.Admin@schools.sa.edu.au,(08) 8662 2171,(08) 8662 2050,Ms Denise Higgins,19,162,High Schools
927,Glenunga International High School,,"99 L'Estrange Street, Glenunga SA 5064",dl.0927.Admin@schools.sa.edu.au,(08) 8379 5629,(08) 8338 2518,Ms Wendy Johnson,7,1731,High Schools
776,Glossop High School,"PO Box 177, Glossop SA 5344","535 Old Sturt Highway, Glossop SA 5344",dl.0776.Admin@schools.sa.edu.au,(08) 8583 2030,(08) 8583 2218,Mrs Julie Ahrens,1,678,High Schools
, Glossop High School Middle Campus,"PO Box 177, Glossop SA 5344","535 Old Sturt Highway, Glossop SA 5344",dl.0776.Admin@schools.sa.edu.au,(08) 8583 2004,(08) 8583 2014,Mrs Julie Ahrens,1,,High Schools
, Glossop High School Senior Campus,,"50 Burgess Drive, Berri SA 5343",dl.0776.Admin@schools.sa.edu.au,(08) 8595 2677,(08) 8595 2688,Mrs Julie Ahrens,1,,High Schools
1834,Golden Grove High School,,"1 Adey Place, Golden Grove SA 5125",dl.1834.Admin@schools.sa.edu.au,(08) 8282 6400,(08) 8282 6499,Mr Paul Wilson,5,1362,High Schools
928,Grant High School,"PO Box 8221, Mount Gambier East SA 5291","Hosking Avenue, Mount Gambier SA 5290",dl.0928.Admin@schools.sa.edu.au,(08) 8726 3100,(08) 8725 0173,Ms Fleur Roachock,14,751,High Schools
823,Hamilton Secondary College,,"815 Marion Road, Mitchell Park SA 5043",dl.0823.Admin@schools.sa.edu.au,(08) 8275 8300,(08) 8277 9380,Ms Peta Kourbelis,16,877,High Schools
926,Heathfield High School,"PO Box 96, Stirling SA 5152","99 Longwood Road, Heathfield SA 5153",dl.0926.Admin@schools.sa.edu.au,(08) 8139 9300,(08) 8139 9399,Mr Alistair Brown,12,813,High Schools
809,Henley High School,,"Cudmore Terrace, Henley Beach SA 5022",dl.0809.Admin@schools.sa.edu.au,(08) 8355 7000,(08) 8355 7070,Ms Sandra Moran,8,1376,High Schools
792,John Pirie Secondary School,,"40 Mary Elie Street, Port Pirie SA 5540",dl.0792.Admin@schools.sa.edu.au,(08) 8632 0400,(08) 8632 3195,Mr Roger Nottage,19,610,High Schools
779,Kapunda High School,"PO Box 296, Kapunda SA 5373","West Terrace, Kapunda SA 5373",dl.0779.Admin@schools.sa.edu.au,(08) 8566 2203,(08) 8566 2664,Ms Kristen Masters,11,471,High Schools
814,Le Fevre High School,,"90 Hart Street, Semaphore South SA 5019",dl.0814.Admin@schools.sa.edu.au,(08) 8449 7004,(08) 8449 1220,Mr Rob Shepherd,10,516,High Schools
895,Loxton High School,"PO Box 446, Loxton SA 5333","1889 Bookpurnong Road, Loxton SA 5333",dl.0895.Admin@schools.sa.edu.au,(08) 8584 7339,(08) 8584 7765,Mr John Tiver,1,568,High Schools
583,Marden Senior College,,"1-37 Marden Road, Marden SA 5070",dl.0583.Admin@schools.sa.edu.au,(08) 8366 2888,(08) 8362 0451,Mr Stephen Inglis,8,493,High Schools
817,Marryatville High School,"PO Box 196, Marryatville SA 5068","170 Kensington Road, Marryatville SA 5068",dl.0817.Admin@schools.sa.edu.au,(08) 8304 8420,(08) 8332 3228,Mr Mark Leahy,8,1285,High Schools
780,Millicent High School,,"Mount Burr Road, Millicent SA 5280",dl.0780.Admin@schools.sa.edu.au,(08) 8733 2400,(08) 8733 2166,Mr John Shelton,14,472,High Schools
903,Mitcham Girls High School,,"Kyre Avenue, Kingswood SA 5062",dl.0903.Admin@schools.sa.edu.au,(08) 8272 8233,(08) 8373 3013,Ms Antoinette Jones,13,513,High Schools
964,Modbury High School,,"62 Pompoota Road, Modbury SA 5092",dl.0964.Admin@schools.sa.edu.au,(08) 8264 1955,(08) 8263 0316,Mr Martin Rumsby,4,868,High Schools
783,Mount Barker High School,,"2 Wellington Road, Mount Barker SA 5251",dl.0783.Admin@schools.sa.edu.au,(08) 8391 1599,(08) 8391 0631,Mr Warren Symonds,12,598,High Schools
784,Mount Gambier High School,,"Brownes Road, Mount Gambier SA 5290",dl.0784.Admin@schools.sa.edu.au,(08) 8725 6244,(08) 8723 0441,Mr Chris Edmonds,14,924,High Schools
785,Murray Bridge High School,"PO Box 1584, Murray Bridge SA 5253","Lohmann Street, Murray Bridge SA 5253",dl.0785.Admin@schools.sa.edu.au,(08) 8531 9500,(08) 8531 9595,Mr Jim Michalanney,15,1081,High Schools
